geonameid,name,asciiname,alternatenames,latitude,longitude
4341513,Shreveport,Shreveport,"SHV,Shreveport,shuribupoto,?????????,????????",32.52515,-93.75018
4347778,Baltimore,Baltimore,"BWI,Baltimor,Baltimora,Baltimore,Baltimor?,ba er de mo,boltimo-eo,boruchimoa,bwltymwr,????????,????????,?????????,?????,????,????",39.29038,-76.61219
4381982,Columbia,Columbia,"COU,Columbia,Kolumbija,koronbia,????????,?????",38.95171,-92.33407
4385018,East Independence,East Independence,,39.09556,-94.35523
4391812,Independence,Independence,"Independence,du li cheng,indipendensu,?????????,???",39.09112,-94.41551
4393217,Kansas City,Kansas City,"Kansas City,Kansas City i Missouri,Kansasurbo,Kanzas Siti,Kanzas-Siti,kan sa si cheng,kanzasushiti,qnzs syty,?????? ????,??????-????,???? ????,???????,????",39.09973,-94.57857
4407066,Saint Louis,Saint Louis,"Saint Louis,San Luis,Sankta-Luizo,Sejnt Luis,Sent-Luis,St Louis,St. Louis,seinteulu-iseu,sentoruisu,sheng lu yi si,????? ????,????-????,????-????,??? ?????,??????,????,??????",38.62727,-90.19789
4409896,Springfield,Springfield,"SGF,Springfield,Springfild,supuringufirudo,??????????,??????????",37.21533,-93.29824
4431410,Jackson,Jackson,"Dzhaksun,JAN,Jackson,jakswn,jakuson,???????,??????,?????",32.29876,-90.18481
4459467,Cary,Cary,"Kehri,????",35.79154,-78.78112
4460243,Charlotte,Charlotte,"CLT,Charlotte,Sharl""t,Sharlot,Sharlott,sharotto,syallos,tsharlwt,??????,???????,??????,??????,???????,??????,??",35.22709,-80.84313
4464368,Durham,Durham,"Darem,Durham,daramu,?????,????",35.99403,-78.89862
4466033,Fayetteville,Fayetteville,"FAY,Fayetteville",35.05266,-78.87836
4469146,Greensboro,Greensboro,"Greensboro,Grinsboro,?????????",36.07264,-79.79198
4471025,High Point,High Point,,35.95569,-80.00532
4487042,Raleigh,Raleigh,"Raleigh,Roli,ra li,rori,????,????,????,????",35.7721,-78.63861
4498303,West Raleigh,West Raleigh,,35.78682,-78.66389
4499379,Wilmington,Wilmington,"ILM,Uilmington,Wilmington,u~iruminton,??????????,???????",34.22573,-77.94471
4499612,Winston-Salem,Winston-Salem,"Vinston-Salem,Winston Salem,Winston-Salem,???????-?????,???????????",36.09986,-80.24422
4508722,Cincinnati,Cincinnati,"CVG,Cincinnati,Sinsinati,shinshinati,synsynty,xin xin na di,?????????,??????????,????????,??????,????",39.162,-84.45689
4509177,Columbus,Columbus,"CMH,Columbus,Columbus i Ohio,Kolumbus,ge lun bu,kolleombeoseu,koronbasu,qwlwmbws,????????,????????,??????? ???????,?????,???,????",39.96118,-82.99879
4509884,Dayton,Dayton,"DAY,Dayton,Dejton,dai dun,??????,??????,??",39.75895,-84.19161
4543762,Norman,Norman,"Norman,OUN,??????",35.22257,-97.43948
4544349,Oklahoma City,Oklahoma City,"OKC,Oklahoma City,Oklakhoma Siti,ao ke la he ma shi,awklahwma syty,okurahomashiti,???????? ????,???????? ????,????????? ????,????????,??????",35.46756,-97.51643
4553433,Tulsa,Tulsa,"T""lsa,TUL,Talsa,Tulsa,tarusa,tu er sa,?????,?????,???,???",36.15398,-95.99278
4560349,Philadelphia,Philadelphia,"Filadel'fi,Filadel'fija,Filadelfia,Filadelfie,Filadelfija,Filadelfio,Filadèlfia,Filadélfia,Filidelfi,PHL,Philadelpheia,Philadelphia,Philadelphie,Philly,fei cheng,firaderufia,fyladlfya,piladelpia,pilladelpia,pyldlpyh,???????????,??????????,???????????,??????????,???????????,???????????,????????,?????????,??????????,????????,??,?????",39.95234,-75.16379
4574324,Charleston,Charleston,"Carolopolis,Charleston,Charlston,cha er si dun,chalseuteon,????????,????,???",32.77657,-79.93092
4575352,Columbia,Columbia,"CAE,Columbia,Kolumbija,koronbia,kwlmbya, jnwby kyrwlyna,????????,???????? ????? ????????,?????",34.00071,-81.03481
4612862,Chattanooga,Chattanooga,"CHA,Chattanooga,Chattanuga,chatanuga,?????????,??????",35.04563,-85.30968
4613868,Clarksville,Clarksville,"CKV,Clarksville",36.52977,-87.35945
4619947,East Chattanooga,East Chattanooga,,35.06535,-85.24912
4634946,Knoxville,Knoxville,"Knoxville,Noksvill,TYS,nokkusubiru,nwqswwyl,????????,????????,??????",35.96064,-83.92074
4641239,Memphis,Memphis,"MEM,Memfis,Memphis,Memphis Tennesiae,Menfis,mempisi,menfisu,mmpys,mymfys,??????,?????,??????,???????,?????",35.14953,-90.04898
4644312,Murfreesboro,Murfreesboro,"Merfrisboro,Murfreesboro,???????????",35.84562,-86.39027
4644585,Nashville,Nashville,"BNA,Nasburgum,Nashvil,Nashvill,Nashville,Nehshvill,na shen wei er,naesyubil,nashfyl,nasshubiru,neshvili,nshwyl,??????,???????,???????,???????,??????,?????,???????,??????,????,???",36.16589,-86.78444
4645421,New South Memphis,New South Memphis,,35.08676,-90.05676
4669635,Abilene,Abilene,"ABI,Abilene,Abilin,a bi lin,??????,???",32.44874,-99.73314
4671240,Arlington,Arlington,"Arlingt""n,Arlington,arinton,?????????,??????",32.73569,-97.10807
4671654,Austin,Austin,"AUS,Austin,Austino,A?stino,Ostin,ao si ting,austina,osutin,?????,?????,??????,??????,??????,???",30.26715,-97.74306
4672989,Beaumont,Beaumont,"BPT,Beaumont",30.08605,-94.10185
4676740,Brownsville,Brownsville,"BRO,Brownsville",25.90175,-97.49748
4679195,Carrollton,Carrollton,Carrollton,32.95373,-96.89028
4683416,Corpus Christi,Corpus Christi,"CRP,Corpus Christi,Korpus-Kristi,kopasukurisuti,??????-??????,?????????",27.80058,-97.39638
4684888,Dallas,Dallas,"DFW,Dalas,Dallas,Ntalas,da la si,dalas,dalasa,dallas,darasu,??????,?????,??????,?????,?????,??????,?????,???,???",32.78306,-96.80667
4685907,Denton,Denton,"Denton,Dentono,dentana,??????",33.21484,-97.13307
4691930,Fort Worth,Fort Worth,"FTW,Fort Uurt,Fort Worth,Fort-Uehrt,fotowasu,pwrt wwrt',wo si bao,???? ????,????-????,???? ????',???????,???",32.72541,-97.32085
4692559,Frisco,Frisco,Frisco,33.15067,-96.82361
4693003,Garland,Garland,"Garland,Girljanda,????????",32.91262,-96.63888
4694482,Grand Prairie,Grand Prairie,Grand Prairie,32.74596,-96.99778
4699066,Houston,Houston,"Chiouston,HOU,Houston,Hustonia,Kh'juston,Khjust""n,hiws tan,hyustana,hyusuton,xiu si dun,ywstwn,????????,???????,??????,??????,???????,????????,???????,??????,???",29.76328,-95.36327
4700168,Irving,Irving,"Irving,??????",32.81402,-96.94889
4703223,Killeen,Killeen,"ILE,Killeen",31.11712,-97.7278
4705349,Laredo,Laredo,"LRD,Laredo,??????",27.50641,-99.50754
4709796,McAllen,McAllen,McAllen,26.20341,-98.23001
4710178,McKinney,McKinney,McKinney,33.19762,-96.61527
4710826,Mesquite,Mesquite,Mesquite,32.7668,-96.59916
4717782,Pasadena,Pasadena,"Pasadena,????????",29.69106,-95.2091
4719457,Plano,Plano,"Planom,??????",33.01984,-96.69889
4726206,San Antonio,San Antonio,"SAT,San Antonio,San-Antonio,Sanctus Antonius,san antwnyw,san'antonio,sheng an dong ni ao,??? ???????,???-???????,??? ???????,??? ???????,???????,?????",29.42412,-98.49363
4739526,Waco,Waco,"ACT,Vako,Waco,wei ke,????,??",31.54933,-97.14667
4741752,Wichita Falls,Wichita Falls,"SPS,Wichita Falls",33.91371,-98.49339
4744091,Alexandria,Alexandria,"Aleksandrija,Alexandria,arekusandoria,ya li shan de li ya,???????????,????????,??????",38.80484,-77.04692
4744709,Arlington,Arlington,"Arlington,a ling dun xian,arinton,?????????,??????,????",38.88101,-77.10428
4752186,Chesapeake,Chesapeake,"Chesapeake,Chesapik,???????",36.81904,-76.27494
4756955,East Hampton,East Hampton,,37.03737,-76.33161
4762894,Hampton,Hampton,"Hampton,Khehmpton,???????",37.02987,-76.34522
4776024,Newport News,Newport News,"N'juport-N'jus,???????-????",36.97876,-76.428
4776222,Norfolk,Norfolk,"Norfolk,Norfolko,ORF,nofoku,nwrpwq,???????,??????,??????",36.84681,-76.28522
4781708,Richmond,Richmond,"RIC,Richmond,???????",37.55376,-77.46026
4791259,Virginia Beach,Virginia Beach,"Virdzhinija Bijch,Virdzhinija-Bich,Virginia Beach,bajiniabichi,beojiniabichi,????????? ????,?????????-???,????????,??????",36.85293,-75.97798
4835797,Hartford,Hartford,"HFD,Hartford,Khartford,ha te fu,hatofodo,????????,???????,???",41.76371,-72.68509
4839366,New Haven,New Haven,"N'ju-Khejven,New Haven,niu hei wen,nyuheibun,nyw hyybn,???-??????,??? ?????,???????,???",41.30815,-72.92816
4839745,North Stamford,North Stamford,,41.13815,-73.54346
4843564,Stamford,Stamford,"Stamford,sutanfodo,????????,???????",41.05343,-73.53873
4845193,Waterbury,Waterbury,"Uot""rb""ri,Waterbury,u~otabari,u~otaberi,?????????,????????,????????",41.55815,-73.0515
4850751,Cedar Rapids,Cedar Rapids,CID,42.00833,-91.64407
4853828,Des Moines,Des Moines,"DSM,De-Mojn,Des Moines,de mei yin,demoin,dh mwyn,di mxyn,dy mwyn,??-????,?? ????,?? ????,???????,????,???",41.60054,-93.60911
4883817,Aurora,Aurora,"Aurora,Avrora,??????",41.76058,-88.32007
4887398,Chicago,Chicago,"CHI,Chicago,Chicagu,Chikago,Cikaga,Cikago,Cikaqo,Gorad Chykaga,Kikako,Sicagum,Sikago,Tsikago,Windy City,chikhako,cikago,cikako,shikago,shkagw,shykaghw,shykagw,shykajw,shyqgw,sikago,sikkagea,syqgw,zhi jia ge,Çikaqo,?ikago,?ikaga,?ik?ga,?ikago,??????,????? ??????,??????,??????,??????,??????,?????,??????,??????,?????,??????,?????,??????,??????,??????,??????,????????,??????,??????,???/siiqaaku,?ìkágò,???,???,???",41.85003,-87.65005
4890864,Elgin,Elgin,Elgin,42.03725,-88.28119
4898015,Joliet,Joliet,Joliet,41.52503,-88.08173
4903279,Naperville,Naperville,Naperville,41.78586,-88.14729
4903976,North Peoria,North Peoria,,40.71754,-89.58426
4905687,Peoria,Peoria,"PIA,Peoria,Peorija,pi ao li ya,??????,????",40.69365,-89.58899
4907959,Rockford,Rockford,"Rockford,rakaphorda,???????",42.27113,-89.094
4920423,Fort Wayne,Fort Wayne,"Castrum Vainense,FWA,Fort Wayne",41.1306,-85.12886
4926563,South Bend,South Bend,"Flexuvium Australe,SBN,South Bend,sausubendo,??????",41.68338,-86.25001
4930956,Boston,Boston,"BOS,Boston,Bostona,Bostonas,Bostone,Bostonia,Bostono,Bostun,Bostún,Gorad Bostan,Pokekona,Vostoni,bastana,bo shi dun,boseuteon,bostan,bostana,bosuton,bwstn,bwstwn,bxstan,pastan,???????,???????,??????,??????,????? ??????,??????,??????,??????,?????,?????,??????,??????,??????,?????,???????,???????,??????????,??????,??????????,???????,????,???,???",42.35843,-71.05977
4931972,Cambridge,Cambridge,"Cambridge,Cantabrigia iuxta Flumen Carolanum,Kejmbridzh,Kembridzh,Kembrigo,Kembri?o,jian qiao,kambrydj,kan bu li qi,keimbeuliji,kenburijji,khem bridc,?????????,????????,????????,?????????,??????,??,????,?????",42.3751,-71.10561
4942618,Lowell,Lowell,"Loouell,Louel,Lowell,???????,?????",42.63342,-71.31617
4951305,South Boston,South Boston,,42.33343,-71.04949
4951788,Springfield,Springfield,"Springfield,Springfild,si pu lin fei er de,supuringufirudo,??????????,??????????,??????",42.10148,-72.58981
4956184,Worcester,Worcester,"ORH,Vuster,Worcester,usuta,??????,?????",42.26259,-71.80229
4984247,Ann Arbor,Ann Arbor,"A2,ARB,Ann Arbor,Ann-Arbor,Arbaro de Ana,aina arbara,an nuo bao,anaba,ena arbar,???-?????,?? ??????,?? ?????,?????,???",42.27756,-83.74088
4990729,Detroit,Detroit,"DTT,Detroit,Detroitas,Detrojt,Detrojto,Ntetroit,detoroito,detro'ita,di te lu,dtrwyt,dytrwyt,????????,???????,???????,??????,???????,???????,????????,?????,???",42.33143,-83.04575
4992982,Flint,Flint,"FNT,Flint,furinto,?????,????",43.01253,-83.68746
4994358,Grand Rapids,Grand Rapids,"GRR,Grand Rapids,Grand-Rapids,?????-??????",42.96336,-85.66809
4998830,Lansing,Lansing,"LAN,Lansing,Lensing,lan xin,ranshingu,???????,?????,??",42.73254,-84.55553
5011148,Sterling Heights,Sterling Heights,,42.58031,-83.0302
5014051,Warren,Warren,"Uorren,Warren,??????",42.47754,-83.0277
5037649,Minneapolis,Minneapolis,"MSP,Mineapolis,Minneapolis,mineaporisu,ming ni a bo li si,mini'apolisa,??????????,???????????,??????????,??????????,??????,??????",44.97997,-93.26384
5043473,Rochester,Rochester,"RST,Rochester,????????",44.02163,-92.4699
5045360,Saint Paul,Saint Paul,"Saint Paul,Sanctus Paulus,St. Paul,seinteupol,sentoporu,??????,????",44.94441,-93.09327
5059163,Fargo,Fargo,"FAR,Fargo,fago,?????,????",46.87719,-96.7898
5072006,Lincoln,Lincoln,"LNK,Lincoln,Linkol'n,Linkolnas,rinkan,????????,?????",40.8,-96.66696
5074472,Omaha,Omaha,"OMA,Omaha,Omakha,ao ma ha,omaha,?????,???,???",41.25861,-95.93779
5089178,Manchester,Manchester,"MHT,Manchester,manchesuta,?????????,???????",42.99564,-71.45479
5097529,Edison,Edison,"Edison,Ehdison,Gmina Edison,ai di sheng,??????,???",40.51872,-74.4121
5097598,Elizabeth,Elizabeth,"Ehlizabet,Elizabeth,????????,??????",40.66399,-74.2107
5099836,Jersey City,Jersey City,"Dzhersi-Siti,??????-????",40.72816,-74.07764
5101798,Newark,Newark,"N'juark,Newark,Njuark,niu hua ke,nyuaku,??????,?????,???????,??????,???",40.73566,-74.17237
5102466,Paterson,Paterson,"Paterson,????????",40.91677,-74.17181
5110302,Brooklyn,Brooklyn,"Borough of Brooklyn,Broklino,Brooklyn,Brucclinu,Bruklin,Bruklina,Bruklinas,Comitatus Bruclinum,Kings County,beulukeullin,bru klin,brukalina,brwklyn,brwqlyn,bu lu ke lin qu,burukkurin qu,kinsa ka'unti,???????,???????,???????,???????,???????,????????,????????,???? ???????,????????,???????,????????,???????,?????,????",40.6501,-73.94958
5110629,Buffalo,Buffalo,"BUF,Bafalo,Bufalo,Buffalo,baffaro,shui niu cheng,??????,???????,??????,???",42.88645,-78.87837
5115985,East New York,East New York,"East New York,Starrett City",40.66677,-73.88236
5125771,Manhattan,Manhattan,"Borough of Manhattan,Manhattan",40.78343,-73.96625
5128581,New York City,New York City,"Bandaraya New York,Big Apple,Cathair Nua Eabhraic,Eabhraig Nuadh,Efrog Newydd,Evrek Nowydh,Lungsod ng New York,Manhattan,N'ju-Jork,NYC,Nea Yorke,Nei Yarrick Schtadt,New York,New York City,New York Stad,New York borg,New York kenti,New York-borg,Niujorkas,Nju Jork,Njujork,Nouvieau York,Nov-Jorko,Nova Iorque,Nova York,Nova-York,Novjorko,Nowy Jork,Nua-Eabhrac,Nueba York,Nueva York,Nujorka,Nyja Jorvik,Nòva York,Nýja Jórvík,Thanh pho New York,The City of New York,Thành ph? New York,Urbs Novum Eboracum,York Berri,ni'u iyarka,niu yue shi,niyuyark,nkhr niwyxrk,nyuyog,nyuyog si,nyuyoku,nyw ywrq,nywywrk,?ujorka,??? ?????,?? ????,??????,???-???,???-????,?? ????,??? ????,??? ????,?????????,???????,??????? ?????,??????? ???,???????,??? ??????,??????????,???????????,???-?????,??????,???,???,??,?? ?",40.71427,-74.00597
5134086,Rochester,Rochester,"ROC,Rocestera,Rocestro,Rochester,Rochestur,Ro?estro,Ro?estera,luo che si te,racestara,rochesuta,????????,????????,????????,??????,????",43.15478,-77.61556
5140405,Syracuse,Syracuse,"SYR,Sirakuso,Syracuse,shirakyusu,shirakyuzu,xue cheng,??????,??????,??",43.04812,-76.14742
5145215,Yonkers,Yonkers,"Jonkers,Yonkers,???????",40.93121,-73.89875
5145476,Akron,Akron,"Akron,a ke lun,aekeuleon,akran, awhayw,akuron,ekran,?????,?????? ??????,??????,??????,????,???,???",41.08144,-81.51901
5150529,Cleveland,Cleveland,"CLE,Cleveland,Klevlando,Klivland,Klivlend,Klyvlendas,ke li fu lan,klyfland,kuriburando,qlyblnd,????????,????????,???????,????????,???????,????",41.4995,-81.69541
5174035,Toledo,Toledo,"TOL,Toledo,toredo,tuo lai duo,??????,???,???",41.66394,-83.55521
5178127,Allentown,Allentown,"ABE,Allenschteddel,Allentaun,Allentown,?????????",40.60843,-75.49018
5188843,Erie,Erie,"ERI,Ehri,Erie,yi li,Érié,???,??",42.12922,-80.08506
5206379,Pittsburgh,Pittsburgh,"PIT,Pitsb""rg,Pitsburg,Pitsburgas,Pittsbarig,Pittsburgh,Pittsburgum,pi zi bao,pittsubagu,pytsbwrg,????????,????????,????????,??????,???",40.44062,-79.99589
5224151,Providence,Providence,"PVD,Provid""ns,Providence,Providens,Providensa,Providentia,prwbydns,pu luo wei dun si,purobidensu,purovu~idensu,?????????,?????????,????????,????????? ???? ??? ????,??????,???????,?????",41.82399,-71.41283
5231851,Sioux Falls,Sioux Falls,"FSD,Sioux Falls,Su-Fols,suforuzu,??-????,???????",43.54997,-96.70033
5254962,Green Bay,Green Bay,"GRB,Green Bay,ge lin bei,gurinbei,kri nbey,????????,??????,???",44.51916,-88.01983
5261457,Madison,Madison,"MSN,Madison,Madisonas,Madisonia,Medisun,madison,mai di xun,maidisana,mdyswn,???????,??????,??????,??????,?????,???",43.07305,-89.40123
5263045,Milwaukee,Milwaukee,"MKE,Miluoki,Milvauchia,Milvokis,Milwaukee,mi er wo ji,miruu~oki,mylwwqy,???????,???????,???????,????",43.0389,-87.90647
5282804,Bridgeport,Bridgeport,"BDR,Bridgeport,burijjipoto,???????",41.16704,-73.20483
5289282,Chandler,Chandler,"Chandler,chandora,???????,??????",33.30616,-111.84125
5295903,Gilbert,Gilbert,"Gilbert,???????",33.35283,-111.78903
5295985,Glendale,Glendale,"Glendale,Glendejl,????????",33.53865,-112.18599
5304391,Mesa,Mesa,"MSC,Mesa,mesa,????,??",33.42227,-111.82264
5308480,Peoria,Peoria,"Peoria,Peorija,??????",33.5806,-112.23738
5308655,Phoenix,Phoenix,"Fenikso,Finiks,PHX,Peniki,Phoenix,P?niki,feng huang cheng,fenikkusu,fwnyks,fynyks,pnyqs,pynyqs,??????,??????,?????,??????,??????,??????,???,???",33.44838,-112.07404
5313457,Scottsdale,Scottsdale,"Scottsdale,si ke ci dai er,sukottsuderu,???????,?????",33.50921,-111.89903
5316428,Surprise,Surprise,"Sjurpriz,???????",33.63059,-112.33322
5317058,Tempe,Tempe,"Tempe,?????",33.41477,-111.90931
5317071,Tempe Junction,Tempe Junction,,33.41421,-111.94348
5318313,Tucson,Tucson,"TUS,Tjuson,Tucson,tsuson,tu sen,twswn,?????,?????,????,??",32.22174,-110.92648
5323810,Anaheim,Anaheim,"ANA,Anaheim,Anakhajm,an na han,anahaimu,???????,??????,?????,???,???",33.83529,-117.9145
5324200,Antioch,Antioch,"Antioch,Antiok,??????,??????",38.00492,-121.80579
5325738,Bakersfield,Bakersfield,"BFL,Bakersfield,Bejkursfild,bekazufirudo,???????????,??????????",35.37329,-119.01871
5327684,Berkeley,Berkeley,"Berkeley,Berkli,Burkli,bakure,bakuri,beokeulli,bo ke li,??????,??????,?????,?????,???,???",37.87159,-122.27275
5331835,Burbank,Burbank,"B""rbank,BUR,Berbank,Burbank,Burbank, Los Angeles County,bo ban ke,???????,???????,???",34.18084,-118.30897
5334223,Carlsbad,Carlsbad,Carlsbad,33.15809,-117.35059
5336899,Chula Vista,Chula Vista,Chula Vista,32.64005,-117.0842
5339111,Concord,Concord,"CCR,Concord,Konkord,???????",37.97798,-122.03107
5339631,Corona,Corona,,33.87529,-117.56644
5339840,Costa Mesa,Costa Mesa,"Costa Mesa,Kosta-Mesa,?????-????",33.64113,-117.91867
5341430,Daly City,Daly City,"Daly City,Dejli Siti,????? ????",37.70577,-122.46192
5343858,Downey,Downey,"Dauni,Downey,?????",33.94001,-118.13257
5344994,East Los Angeles,East Los Angeles,East Los Angeles,34.0239,-118.17202
5345743,El Monte,El Monte,"EMT,Ehl'-Monte,El Monte,???-?????",34.06862,-118.02757
5346111,Elk Grove,Elk Grove,Elk Grove,38.4088,-121.37162
5346827,Escondido,Escondido,Escondido,33.11921,-117.08642
5347335,Fairfield,Fairfield,"Fairfield,Feurfild,SUU,????????",38.24936,-122.03997
5349755,Fontana,Fontana,"Fontana,???????",34.09223,-117.43505
5350734,Fremont,Fremont,"Fremont,Frimont,fei li meng,???????,???",37.54827,-121.98857
5350937,Fresno,Fresno,"FAT,Fraxinus,Fresno,furezuno,??????,????",36.74773,-119.77237
5351247,Fullerton,Fullerton,"FUL,Fullerton,?????????",33.87029,-117.92534
5351515,Garden Grove,Garden Grove,Garden Grove,33.77391,-117.94145
5352423,Glendale,Glendale,"Glendale,Glendejl,geullendeil,????????,????",34.14251,-118.25508
5355933,Hayward,Hayward,"Hayward,Kheju""rd,hai wo de,heiwado,???????,?????,???",37.66882,-122.0808
5357527,Hollywood,Hollywood,"Gollivud,Holivudas,Holivudo,Hollywood,Kholivud,hali'uda,hao lai wu,hariuddo,holivuda,hwlywwd,????????,???????,???????,???????,?????,?????,???",34.09834,-118.32674
5358705,Huntington Beach,Huntington Beach,"Huntington Beach,Kh""ntingt""n Bijch,?????????? ????",33.6603,-117.99923
5359488,Inglewood,Inglewood,Inglewood,33.96168,-118.35313
5367929,Long Beach,Long Beach,"LGB,Litus Longum,Long Beach,Long Bich,Long Bijch,Long Bycas,Long By?as,Long-Bich,lwng byz',rongubichi,???? ????,???? ???,????-???,???? ???',??????",33.76696,-118.18923
5368361,Los Angeles,Los Angeles,"Angelopolis,El Pueblo de Nuestra Senora de los Angeles de Porciuncula,El Pueblo de Nuestra Señora de los Ángeles de Porciúncula,L.A.,LA,LAX,Los Andzelas,Los Andzeles,Los Andzhelis,Los Andželas,Los Angeles,Los Antzeles,Los Anxhelos,Los Anxhelosi,Los Anzeles,Los Ángeles,Los-Andzhehles,Los-Andzheles,Los-Angeleso,Los-An?eleso,Losandzelosa,Losandželosa,Lungsod ng Los Angeles,Os Anxeles - Los Angeles,Os Ánxeles - Los Angeles,las encalas,los-anjelesi,loseuaenjelleseu,ls anjls,luo shan ji,lws anjls,rosanzerusu,??? ????????,??? ????????,??? ???????,??? ???????,??? ???????,??? ???????,???-????????,???-????????,??? ???'??,?? ?????,????????,??? ?????,??? ?????,??? ????????,??? ????????,???? ???????,???????????,???-????????,??????,???,??????",34.05223,-118.24368
5373900,Modesto,Modesto,"MOD,Modesto,mwdstw,???????,??????",37.6391,-120.99688
5374732,Moreno Valley,Moreno Valley,Moreno Valley,33.93752,-117.23059
5375911,Murrieta,Murrieta,Murrieta,33.55391,-117.21392
5377613,North Glendale,North Glendale,,34.16056,-118.26452
5377995,Norwalk,Norwalk,,33.90224,-118.08173
5378538,Oakland,Oakland,"OAK,Oakland,Okland,Oklend,Oukland,ao ke lan,okurando,??????,??????,???????,??????,??????,???",37.80437,-122.2708
5378771,Oceanside,Oceanside,"OCN,Oceanside",33.19587,-117.37948
5379439,Ontario,Ontario,"ONT,Ontario,???????",34.06334,-117.65089
5379513,Orange,Orange,Orange,33.78779,-117.85311
5380184,Oxnard,Oxnard,"OXR,Oksnard,Oxnard,???????",34.1975,-119.17705
5380202,Oxnard Shores,Oxnard Shores,,34.19084,-119.2415
5380698,Palmdale,Palmdale,"Palmdale,Palmdejl,????????",34.57943,-118.11646
5381396,Pasadena,Pasadena,"Pasadena,Pasadina,paeseodineo,pasadena,????????,????,????",34.14778,-118.14452
5384170,Pomona,Pomona,"Pomona,??????",34.05529,-117.75228
5385955,Rancho Cucamonga,Rancho Cucamonga,Rancho Cucamonga,34.1064,-117.59311
5387428,Richmond,Richmond,"Richmond,Richmund,???????",37.93576,-122.34775
5387877,Riverside,Riverside,"RAL,Riverside,Rivursajd,?????????",33.95335,-117.39616
5388881,Roseville,Roseville,"Roseville,Rozvell,???????",38.75212,-121.28801
5389489,Sacramento,Sacramento,"SAC,Sacramento,Sakramentas,Sakramento,sakuramento,sha jia mian du,sqrmntw,??????????,???????,??????,????",38.58157,-121.4944
5391295,Salinas,Salinas,"SNS,Salinas,???????",36.67774,-121.6555
5391710,San Bernardino,San Bernardino,"SBT,San Bernardino,saenbeoneodino,sanbanadino,sanbanadino_,??? ??????????,??????????,??????????_,?????",34.10834,-117.28977
5391811,San Diego,San Diego,"Didacopolis,Lungsod ng San Diego,SAN,San Diegas,San Diego,San-Diego,saendieigo,san dyyghw,sandiego,sheng de ya ge,sn dyygw,??? ?????,???-?????,???-?????,?? ?????,??? ?????,??????,????,?????",32.71533,-117.15726
5391959,San Francisco,San Francisco,"Frisco,Kapalakiko,Lungsod ng San Francisco,SFO,San Francisco,San Franciscu,San Franciskas,San Francisko,San Fransisco,San Frantzisko,San Phransisko,San-Francisko,Sanctus Franciscus,Sanfrancisko,jiu jin shan,saenpeulansiseuko,san f ran si s ko,san fransyskw,sanfuranshisuko,sn prnsysqw,??? ?????????,??? ?????????,???-?????????,???-?????????,?? ????????,??? ?????????,??? ?????????,?????????????,????????????,???-?????????,????????,???,??????",37.77493,-122.41942
5392171,San Jose,San Jose,"SJC,San Chose,San Chos?,San Jose,San José,San Khose,San-Joseo,San-Khose,Sanctus Iosephus,san'noze,sheng he xi,sn hwzh,??? ????,???-????,?? ????,????,???",37.33939,-121.89496
